Name,ISIN,FTSE100,FTSE250,post_date,pre_twenty_pd,pre_five_pd,pre_three_pd,pre_one_pd,post_three_pd,post_five_pd,post_ten_pd,post_twenty_pd,diff_twenty_three,diff_twenty_five,diff_twenty_ten,diff_twenty_twenty,diff_five_three,diff_five_five,diff_five_ten,diff_five_twenty,diff_three_three,diff_three_five,diff_three_ten,diff_three_twenty,diff_one_three,diff_one_five,diff_one_ten,diff_one_twenty
Plus500,IL0011284465,,1.0,2018-09-24,14.979998,15.1,15.289998,14.85,13.84,13.5,12.51,12.479998,-1.1399980000000003,-1.4799980000000001,-2.4699980000000004,-2.5,-1.2599999999999998,-1.5999999999999996,-2.59,-2.6200019999999995,-1.4499980000000008,-1.7899980000000006,-2.779998000000001,-2.8100000000000005,-1.0099999999999998,-1.3499999999999996,-2.34,-2.3700019999999995
RDI REIT,IM00BH3JLY32,,-1.0,2018-09-24,0.3424998500000001,0.32499985,0.32299988,0.32049988,0.33099991,0.32599991,0.31699997,0.33449997,-0.011499940000000097,-0.016499940000000102,-0.025499880000000086,-0.007999880000000126,0.006000060000000029,0.0010000600000000248,-0.00799987999999996,0.00950012,0.008000029999999991,0.003000029999999987,-0.005999909999999997,0.011500089999999963,0.010500029999999994,0.005500029999999989,-0.003499909999999995,0.014000089999999965
Renewi,GB00BNR4T868,,-1.0,2018-09-24,0.66099991,0.62099991,0.63599991,0.6119999700000001,0.595,0.56399994,0.58999985,0.58399994,-0.06599991000000005,-0.09699997000000005,-0.07100006000000003,-0.07699997000000003,-0.025999910000000015,-0.05699997000000001,-0.031000059999999996,-0.03699996999999999,-0.04099991000000003,-0.07199997000000002,-0.04600006000000001,-0.051999970000000006,-0.016999970000000086,-0.04800003000000008,-0.022000120000000067,-0.028000030000000065
Vivo Energy,GB00BDGT2M75,,1.0,2018-09-24,1.4456997,1.2899999,1.3000002000000002,1.3098002,1.2852001000000002,1.3500004,1.2455997,1.1498002999999999,-0.16049959999999985,-0.09569929999999993,-0.20009999999999994,-0.29589940000000015,-0.004799799999999799,0.06000050000000012,-0.04440019999999989,-0.1401996000000001,-0.014800099999999983,0.05000019999999994,-0.054400500000000074,-0.15019990000000027,-0.02460009999999979,0.04020020000000013,-0.06420049999999988,-0.15999990000000008
Energean Oil & Gas,GB00BG12Y042,,1.0,2018-06-18,5.1999976000000006,5.649997600000001,5.489997600000001,5.279997600000001,4.935,5.0,5.359997600000001,5.26,-0.26499760000000094,-0.19999760000000055,0.16000000000000014,0.060002399999999234,-0.7149976000000011,-0.6499976000000007,-0.29000000000000004,-0.38999760000000094,-0.554997600000001,-0.4899976000000006,-0.1299999999999999,-0.2299976000000008,-0.344997600000001,-0.2799976000000006,0.08000000000000007,-0.019997600000000837
G4S,GB00B01FLG62,-1.0,1.0,2018-06-18,2.675,2.7799975999999997,2.8149976,2.7579981,2.6649976,2.6599975999999996,2.6199975999999996,2.72,-0.010002399999999856,-0.015002400000000193,-0.05500240000000023,0.04500000000000037,-0.11499999999999977,-0.1200000000000001,-0.16000000000000014,-0.05999759999999954,-0.1499999999999999,-0.15500000000000025,-0.19500000000000028,-0.09499759999999968,-0.09300050000000004,-0.09800050000000038,-0.13800050000000041,-0.03799809999999981
GVC Holdings,IM00B5VQMV65,1.0,-1.0,2018-06-18,9.72,10.52,10.31,10.05,10.239998,10.26,10.359998000000001,10.939998000000001,0.5199979999999993,0.5399999999999991,0.6399980000000003,1.2199980000000004,-0.28000199999999964,-0.2599999999999998,-0.16000199999999865,0.4199980000000014,-0.07000200000000056,-0.05000000000000071,0.04999800000000043,0.6299980000000005,0.18999799999999922,0.20999999999999908,0.3099980000000002,0.8899980000000003
Integrafin Holdings,GB00BD45SH49,,1.0,2018-06-18,3.6,3.75,3.8299976,3.75,3.5,3.46,3.64,3.9799976,-0.10000000000000009,-0.14000000000000012,0.040000000000000036,0.3799975999999998,-0.25,-0.29000000000000004,-0.10999999999999988,0.2299975999999999,-0.3299976,-0.36999760000000004,-0.18999759999999988,0.1499999999999999,-0.25,-0.29000000000000004,-0.10999999999999988,0.2299975999999999
Laird,GB00B1VNST91,,1.0,2018-06-18,1.9750004,1.9949999,1.9949999,2.0,1.9969997000000002,1.9969997000000002,1.092,1.005,0.021999300000000055,0.021999300000000055,-0.8830004,-0.9700004000000002,0.001999800000000107,0.001999800000000107,-0.9029999,-0.9899999000000002,0.001999800000000107,0.001999800000000107,-0.9029999,-0.9899999000000002,-0.0030002999999998448,-0.0030002999999998448,-0.9079999999999999,-0.9950000000000001
Marstons,GB00B1JQDM80,,-1.0,2018-06-18,1.005,0.9814999400000001,0.97899994,1.0089998,0.97899994,1.0,0.995,0.9964999400000001,-0.02600005999999988,-0.004999999999999893,-0.009999999999999898,-0.00850005999999981,-0.0025000000000000577,0.01850005999999993,0.013500059999999925,0.015000000000000013,0.0,0.021000059999999987,0.016000059999999983,0.01750000000000007,-0.02999985999999999,-0.008999800000000002,-0.013999800000000007,-0.012499859999999918
Mediclinic International,GB00B8HX8Z88,-1.0,1.0,2018-06-18,6.643999099999999,5.4359986000000005,5.6519996,5.47,5.399997600000001,5.3419996,5.161999600000001,5.2739991,-1.2440014999999987,-1.301999499999999,-1.4819994999999988,-1.3699999999999992,-0.03600099999999973,-0.09399900000000017,-0.2739989999999999,-0.1619995000000003,-0.25200199999999917,-0.3099999999999996,-0.4899999999999993,-0.37800049999999974,-0.07000239999999902,-0.12800039999999946,-0.3080003999999992,-0.1960008999999996
Ocado Group,GB00B3MBS747,1.0,-1.0,2018-06-18,8.0,11.109998000000001,10.755,10.399998,10.399998,10.35,10.42,10.545,2.399998,2.3499999999999996,2.42,2.545,-0.7100000000000009,-0.7599980000000013,-0.689998000000001,-0.564998000000001,-0.3550020000000007,-0.40500000000000114,-0.33500000000000085,-0.21000000000000085,0.0,-0.04999800000000043,0.020001999999999853,0.14500199999999985
Pets At Home Group,GB00BJ62K685,,-1.0,2018-06-18,1.5500002000000002,1.3000002000000002,1.2609997,1.2250003999999999,1.2539997,1.2919999000000002,1.295,1.2329998,-0.2960005000000001,-0.25800029999999996,-0.25500020000000023,-0.3170004000000002,-0.04600050000000011,-0.00800029999999996,-0.005000200000000232,-0.06700040000000018,-0.006999999999999895,0.031000200000000255,0.03400029999999998,-0.027999899999999966,0.028999300000000172,0.06699950000000032,0.06999960000000005,0.007999400000000101
Premier Oil,GB00B43G0577,,1.0,2018-06-18,1.1230001,1.1350002000000001,1.1660004000000002,1.1129999,1.0839997,1.1260004000000001,1.146,1.1879998,-0.03900040000000016,0.003000300000000067,0.02299989999999985,0.0649997,-0.051000500000000226,-0.008999800000000002,0.010999799999999782,0.052999599999999925,-0.08200070000000026,-0.040000000000000036,-0.02000040000000025,0.02199939999999989,-0.02900020000000003,0.013000500000000192,0.03300009999999998,0.07499990000000012
Purecircle,BMG7300G1096,,-1.0,2018-06-18,3.42,3.8249975999999997,3.9099975999999996,4.0299976,3.9499975999999997,4.01,3.8999976,3.8999976,0.5299975999999997,0.5899999999999999,0.4799975999999999,0.4799975999999999,0.125,0.18500240000000012,0.07500000000000018,0.07500000000000018,0.040000000000000036,0.10000240000000016,-0.009999999999999787,-0.009999999999999787,-0.08000000000000007,-0.01999759999999995,-0.1299999999999999,-0.1299999999999999
Woodford Patient Capital Trust,GB00BVG1CF25,,-1.0,2018-06-18,0.74299988,0.7699998499999999,0.77699997,0.74699997,0.75099991,0.795,0.82499985,0.81299988,0.008000030000000047,0.052000120000000094,0.08199997000000003,0.07000000000000006,-0.018999939999999937,0.02500015000000011,0.05500000000000005,0.04300003000000008,-0.02600005999999999,0.018000030000000056,0.047999879999999995,0.035999910000000024,0.003999940000000035,0.04800003000000008,0.07799988000000002,0.06599991000000005
AA,GB00BMSKPJ95,,-1.0,2018-03-19,1.1450005,0.79819993,0.8025999500000001,0.79799988,0.79259995,0.8,0.8053999399999999,1.375,-0.35240055000000003,-0.34500050000000004,-0.33960056000000016,0.2299994999999999,-0.005599979999999949,0.0018000700000000425,0.007200009999999923,0.57680007,-0.010000000000000009,-0.0025999500000000175,0.0027999899999998634,0.5724000499999999,-0.005399929999999942,0.0020001200000000496,0.007400059999999931,0.57700012
Acacia Mining,GB00B61D2N63,,-1.0,2018-03-19,1.5500002000000002,1.4475002000000001,1.5019999000000002,1.4884997000000002,1.3784999999999998,1.4259997000000002,1.3459997000000001,1.5519999999999998,-0.17150020000000032,-0.12400049999999996,-0.20400050000000003,0.001999799999999663,-0.06900020000000029,-0.021500499999999922,-0.1015005,0.1044997999999997,-0.12349990000000033,-0.07600019999999996,-0.15600020000000003,0.05000009999999966,-0.10999970000000037,-0.0625,-0.14250000000000007,0.06350029999999962
Baillie Gifford Japan Trust,GB0000485838,,1.0,2018-03-19,8.5349976,8.3,8.3,8.46,8.22,8.06,8.0299976,8.1,-0.3149975999999999,-0.4749976,-0.5050000000000008,-0.4349976000000009,-0.08000000000000007,-0.2400000000000002,-0.270002400000001,-0.20000000000000107,-0.08000000000000007,-0.2400000000000002,-0.270002400000001,-0.20000000000000107,-0.2400000000000002,-0.40000000000000036,-0.4300024000000011,-0.3600000000000012
Bakkavor Group,GB00BF8J3Z99,,1.0,2018-03-19,1.96,1.88,1.8599995999999999,1.7899999,1.8199996999999999,1.8000002000000002,1.7399996999999998,1.8400002,-0.14000030000000008,-0.1599997999999998,-0.22000030000000015,-0.11999979999999999,-0.060000300000000006,-0.07999979999999973,-0.14000030000000008,-0.03999979999999992,-0.03999989999999998,-0.0599993999999997,-0.11999990000000005,-0.01999939999999989,0.02999979999999991,0.010000300000000184,-0.05000020000000016,0.0500003
Brown (N.) Group,GB00B1P6ZR11,,-1.0,2018-03-19,1.9899996999999998,1.9399996,1.9029999000000002,1.8240002999999998,1.6800004000000002,1.7110004,1.7299996,2.0019999,-0.30999929999999964,-0.27899929999999973,-0.26000009999999985,0.012000200000000127,-0.25999919999999976,-0.22899919999999985,-0.20999999999999996,0.06200030000000001,-0.22299950000000002,-0.1919995000000001,-0.17300030000000022,0.09899999999999975,-0.14399989999999963,-0.11299989999999971,-0.09400069999999983,0.17799960000000015
Charter Court Financial Services Group,GB00BD822578,,1.0,2018-03-19,3.0649976,3.25,3.2749976,3.14,3.02,2.9849976,2.9499975999999997,3.0864990999999997,-0.04499759999999986,-0.08000000000000007,-0.11500000000000021,0.02150149999999984,-0.22999999999999998,-0.2650024000000002,-0.30000240000000034,-0.16350090000000028,-0.2549975999999998,-0.29000000000000004,-0.3250000000000002,-0.18849850000000012,-0.1200000000000001,-0.15500240000000032,-0.19000240000000046,-0.053500900000000406
ContourGlobal,GB00BF448H58,,1.0,2018-03-19,2.64,2.76,2.6599975999999996,2.5799976,2.4399995999999997,2.2799997,2.3199997,2.5399998999999998,-0.2000004000000004,-0.3600003000000003,-0.32000030000000024,-0.10000010000000037,-0.3200004000000001,-0.48000029999999994,-0.4400002999999999,-0.22000010000000003,-0.21999799999999992,-0.3799978999999998,-0.33999789999999974,-0.11999769999999987,-0.1399980000000003,-0.29999790000000015,-0.2599979000000001,-0.03999770000000025
Dignity,GB00BRB37M78,,-1.0,2018-03-19,7.8299976000000004,8.8199976,9.8199976,10.01,8.875,8.835,8.6499976,10.369998,1.0450023999999996,1.0050024000000004,0.8200000000000003,2.5400004000000003,0.05500239999999934,0.015002400000000193,-0.16999999999999993,1.5500004,-0.9449976000000007,-0.9849975999999998,-1.17,0.5500004000000001,-1.1349999999999998,-1.174999999999999,-1.360002399999999,0.35999800000000093
Games Workshop Group,GB0003718474,,1.0,2018-03-19,22.199996000000002,22.600005,21.5,22.550003,21.899993,21.699996000000002,23.600005,25.149993,-0.3000030000000038,-0.5,1.4000089999999972,2.949996999999996,-0.700012000000001,-0.9000089999999972,1.0,2.549987999999999,0.3999929999999985,0.19999600000000228,2.1000049999999995,3.6499929999999985,-0.6500100000000018,-0.850006999999998,1.0500019999999992,2.5999899999999982
Hammerson,GB00BK7YQK64,-1.0,1.0,2018-03-19,4.5989990999999995,4.5399975999999995,4.5659985999999995,4.3709986,5.55,5.4859986,5.3839991,5.1419996,0.9510009000000004,0.8869995000000008,0.7850000000000001,0.5430005000000007,1.0100024000000003,0.9460010000000008,0.8440015000000001,0.6020020000000006,0.9840014000000004,0.9200000000000008,0.8180005000000001,0.5760010000000007,1.1790013999999998,1.1150000000000002,1.0130004999999995,0.771001
Hansteen Holdings,GB00B0PPFY88,,-1.0,2018-03-19,1.3549996,1.3809995000000002,1.3719997000000002,1.3559999999999999,1.3149996,1.2539997,1.2980004,1.276,-0.040000000000000036,-0.10099989999999992,-0.05699919999999992,-0.07899959999999995,-0.06599990000000022,-0.1269998000000001,-0.0829991000000001,-0.10499950000000013,-0.05700010000000022,-0.1180000000000001,-0.0739993000000001,-0.09599970000000013,-0.04100039999999994,-0.10200029999999982,-0.05799959999999982,-0.07999999999999985
MITIE Group,GB0004657408,,-1.0,2018-03-19,1.5399999,1.6260004000000001,1.63,1.5629998,1.4860001,1.5240001,1.5590000000000002,1.6969996,-0.05399979999999993,-0.015999799999999897,0.019000100000000186,0.15699970000000008,-0.14000030000000008,-0.10200030000000004,-0.06700039999999996,0.07099919999999993,-0.14399989999999985,-0.10599989999999981,-0.07099999999999973,0.06699960000000016,-0.0769997,-0.03899969999999997,-0.003999799999999887,0.1339998
On The Beach Group,GB00BYM1K758,,1.0,2018-03-19,5.55,5.8,5.8,5.72,5.55,5.21,5.4499976000000006,5.899997600000001,0.0,-0.33999999999999986,-0.10000239999999927,0.3499976000000009,-0.25,-0.5899999999999999,-0.35000239999999927,0.09999760000000091,-0.25,-0.5899999999999999,-0.35000239999999927,0.09999760000000091,-0.16999999999999993,-0.5099999999999998,-0.2700023999999992,0.17999760000000098
Pantheon International,GB00BP37WF17,,1.0,2018-03-19,18.850005,18.899993,18.699996000000002,18.899993,18.5,18.5,18.899993,18.899993,-0.35000499999999946,-0.35000499999999946,0.04998799999999903,0.04998799999999903,-0.3999929999999985,-0.3999929999999985,0.0,0.0,-0.19999600000000228,-0.19999600000000228,0.1999969999999962,0.1999969999999962,-0.3999929999999985,-0.3999929999999985,0.0,0.0
Royal Mail,GB00BDVZYZ77,1.0,-1.0,2018-03-19,5.46,5.675998600000001,5.4819996,5.1599976000000005,5.2539991,5.2719996,5.42,5.595998600000001,-0.20600090000000026,-0.18800039999999996,-0.040000000000000036,0.13599860000000064,-0.42199950000000097,-0.40399900000000066,-0.25599860000000074,-0.08000000000000007,-0.22800050000000027,-0.20999999999999996,-0.061999600000000044,0.11399900000000063,0.09400149999999918,0.11200199999999949,0.2600023999999994,0.4360010000000001
Vectura Group,GB00BKM2MW97,,-1.0,2018-03-19,0.79649994,0.795,0.785,0.81199997,0.74199997,0.76099991,0.77699997,1.005,-0.054499970000000064,-0.035500030000000016,-0.019499970000000033,0.20850005999999988,-0.05300003000000009,-0.03400009000000004,-0.018000030000000056,0.20999999999999985,-0.04300003000000008,-0.02400009000000003,-0.008000030000000047,0.21999999999999986,-0.07000000000000006,-0.051000060000000014,-0.03500000000000003,0.19300002999999988
Babcock International Group,GB0009697037,-1.0,1.0,2017-12-18,7.545,6.752497600000001,6.8474976000000005,6.8399976,7.042497600000001,7.069997600000001,7.1139991,7.38,-0.5025023999999991,-0.47500239999999927,-0.4310008999999999,-0.16500000000000004,0.29000000000000004,0.3174999999999999,0.36150149999999925,0.6275023999999991,0.19500000000000028,0.22250000000000014,0.2665014999999995,0.5325023999999994,0.20250000000000057,0.23000000000000043,0.2740014999999998,0.5400023999999997
BCA Marketplace,GB00BP0S1D85,,1.0,2017-12-18,1.9849995999999999,2.1974993,2.2212495999999997,2.0749997,2.0754995,2.0644999,2.045,1.9919996,0.09049989999999997,0.07950030000000008,0.060000400000000065,0.007000000000000117,-0.12199980000000021,-0.1329994000000001,-0.15249930000000012,-0.20549970000000006,-0.14575009999999988,-0.15674969999999977,-0.17624959999999978,-0.22924999999999973,0.0004998000000000502,-0.010499799999999837,-0.02999969999999985,-0.0830000999999998
ConvaTec Group,GB00BD3VFW73,-1.0,1.0,2017-12-18,2.0100002,2.1294994,2.0924997,2.0584993,2.0504999,2.0649995999999997,2.0240001000000003,1.9049996999999999,0.04049970000000025,0.05499939999999981,0.013999900000000398,-0.10500050000000005,-0.07899949999999967,-0.06449980000000011,-0.10549929999999952,-0.22449969999999997,-0.0419997999999997,-0.02750010000000014,-0.06849959999999955,-0.1875,-0.007999399999999657,0.006500299999999903,-0.03449919999999951,-0.15349959999999996
Electra Private Equity,GB0003085445,,-1.0,2017-12-18,9.42,9.3549976,9.395,9.125,9.1999976,9.3699976,9.1999976,9.3,-0.22000240000000026,-0.050002400000000335,-0.22000240000000026,-0.11999999999999922,-0.15500000000000114,0.014999999999998792,-0.15500000000000114,-0.05499760000000009,-0.1950023999999999,-0.02500239999999998,-0.1950023999999999,-0.09499999999999886,0.07499759999999966,0.2449975999999996,0.07499759999999966,0.1750000000000007
F&C Global Smaller Companies,GB00BKLXD974,,1.0,2017-12-18,13.46,13.779998,13.609998000000001,13.89,13.71,13.85,13.949998,13.899998,0.25,0.3899999999999988,0.48999799999999993,0.4399979999999992,-0.069998,0.07000199999999879,0.16999999999999993,0.11999999999999922,0.10000199999999992,0.24000199999999872,0.33999999999999986,0.28999999999999915,-0.17999999999999972,-0.040000000000000924,0.05999800000000022,0.009997999999999507
Halma,GB0004052071,1.0,-1.0,2017-12-18,12.85,12.649998,12.679998000000001,12.519998000000001,12.609998000000001,12.699998,12.659998,13.149998,-0.24000199999999872,-0.15000199999999886,-0.19000199999999978,0.29999800000000043,-0.03999999999999915,0.05000000000000071,0.009999999999999787,0.5,-0.07000000000000028,0.019999999999999574,-0.02000000000000135,0.46999999999999886,0.08999999999999986,0.17999999999999972,0.1399999999999988,0.629999999999999
Just Eat,GB00BKX5CN86,1.0,-1.0,2017-12-18,8.06,7.8349976,7.7999976,7.7199976,7.649997600000001,7.649997600000001,8.0239991,7.9499976000000006,-0.41000239999999977,-0.41000239999999977,-0.036000900000001224,-0.11000239999999994,-0.1849999999999996,-0.1849999999999996,0.18900149999999893,0.11500000000000021,-0.14999999999999947,-0.14999999999999947,0.22400149999999908,0.15000000000000036,-0.0699999999999994,-0.0699999999999994,0.30400149999999915,0.23000000000000043
Merlin Entertainments,GB00BDZT6P94,-1.0,1.0,2017-12-18,3.7239991,3.6484986,3.6664991,3.6084986,3.6069970999999996,3.6114990999999996,3.505,3.47,-0.11700200000000027,-0.11250000000000027,-0.2189991,-0.2539990999999997,-0.0415015000000003,-0.036999500000000296,-0.14349860000000003,-0.17849859999999973,-0.059502000000000166,-0.05500000000000016,-0.1614990999999999,-0.1964990999999996,-0.0015015000000002665,0.0030004999999997395,-0.1034986,-0.1384985999999997
Nostrum Oil & Gas,GB00BQVVS097,,-1.0,2017-12-18,3.4709985999999997,3.2734986,3.1544971,2.9844996,3.1762476,3.3012476,3.255,3.385,-0.29475099999999976,-0.16975099999999976,-0.21599859999999982,-0.08599859999999993,-0.09725099999999998,0.027749000000000024,-0.01849860000000003,0.11150139999999986,0.021750500000000006,0.1467505,0.10050289999999995,0.23050289999999984,0.19174800000000003,0.31674800000000003,0.2705004,0.40050039999999987
P2P Global Investments,GB00BLP57Y95,,-1.0,2017-12-18,7.864997600000001,8.175,8.1,7.97,8.1499976,8.17,8.21,8.2299976,0.28500000000000014,0.30500239999999934,0.34500240000000026,0.3650000000000002,-0.02500239999999998,-0.005000000000000782,0.03500000000000014,0.05499760000000009,0.049997600000001086,0.07000000000000028,0.11000000000000121,0.12999760000000116,0.17999760000000098,0.20000000000000018,0.2400000000000011,0.25999760000000105
PayPoint,GB00B02QND93,,-1.0,2017-12-18,9.14,9.0,9.3049976,9.0099976,9.1199976,9.1799976,9.22,9.02,-0.020002400000000975,0.03999759999999952,0.08000000000000007,-0.120000000000001,0.1199975999999996,0.1799976000000001,0.22000000000000064,0.019999999999999574,-0.1850000000000005,-0.125,-0.08499759999999945,-0.2849976000000005,0.10999999999999943,0.16999999999999993,0.21000240000000048,0.010002399999999412
Purecircle,BMG7300G1096,,1.0,2017-12-18,4.8999976,4.879997599999999,4.8499976,4.5999976,4.6279981,4.6689991,4.68,4.4149975999999995,-0.2719994999999997,-0.2309985000000001,-0.21999760000000013,-0.4850000000000003,-0.25199949999999927,-0.21099849999999964,-0.19999759999999966,-0.46499999999999986,-0.2219994999999999,-0.18099850000000028,-0.1699976000000003,-0.4350000000000005,0.028000500000000095,0.06900149999999972,0.0800023999999997,-0.1850000000000005
Restaurant Group,GB00B0YG1K06,,-1.0,2017-12-18,2.9009986,2.8204981,2.8729980999999998,2.7979980999999996,2.9562475999999998,2.9512476,3.0079981,2.6759986,0.05524899999999988,0.05024899999999999,0.10699950000000014,-0.2250000000000001,0.13574949999999975,0.13074949999999985,0.1875,-0.14449950000000022,0.08324949999999998,0.07824950000000008,0.13500000000000023,-0.1969995,0.15824950000000015,0.15324950000000026,0.2100000000000004,-0.12199949999999982
RHI Magnesita,NL0012650360,,1.0,2017-12-18,34.410003,42.734961000000006,42.054961000000006,41.529961,39.799988,39.034988,39.449996,43.199961,5.389984999999996,4.624984999999995,5.0399929999999955,8.789957999999999,-2.9349730000000065,-3.699973000000007,-3.284965000000007,0.4649999999999963,-2.2549730000000068,-3.0199730000000073,-2.604965000000007,1.144999999999996,-1.729973000000001,-2.4949730000000017,-2.0799650000000014,1.6700000000000017
Smith (DS),GB0008220112,1.0,-1.0,2017-12-18,5.345,5.2024976,5.1924976,5.0224975999999995,5.1824976000000005,5.1524976,5.1479981,5.1459986,-0.16250239999999927,-0.19250239999999952,-0.19700190000000006,-0.19900139999999933,-0.019999999999999574,-0.04999999999999982,-0.05449950000000037,-0.05649899999999963,-0.009999999999999787,-0.040000000000000036,-0.04449950000000058,-0.046498999999999846,0.16000000000000103,0.13000000000000078,0.12550050000000024,0.12350100000000097
TI Fluid Systems,GB00BYQB9V88,,1.0,2017-12-18,2.4750004000000003,2.5799976,2.5649976,2.4299993,2.4889994,2.4199991,2.5439997,2.5500002,0.01399899999999965,-0.05500130000000025,0.06899929999999976,0.07499979999999962,-0.09099820000000003,-0.15999849999999993,-0.035997899999999916,-0.029997400000000063,-0.0759981999999999,-0.1449984999999998,-0.02099789999999979,-0.014997399999999939,0.0590001,-0.010000199999999904,0.11400040000000011,0.12000089999999997
888 Holdings,GI000A0F6407,,1.0,2017-09-18,2.5,2.5500002,2.5500002,2.4750004000000003,2.5489998,2.5579996,2.5659986,2.474,0.048999799999999816,0.05799960000000004,0.06599859999999991,-0.0259999999999998,-0.0010004000000001234,0.007999400000000101,0.015998399999999968,-0.07600019999999974,-0.0010004000000001234,0.007999400000000101,0.015998399999999968,-0.07600019999999974,0.0739993999999995,0.08299919999999972,0.09099819999999958,-0.0010004000000001234
Alfa Financial Software Holdings,GB00BDHXPG30,,1.0,2017-09-18,4.2799976,4.9399976,4.935,4.925,4.8129981,4.85,5.154997600000001,4.8999976,0.5330005,0.5700023999999999,0.8750000000000009,0.6200000000000001,-0.12699950000000015,-0.08999760000000023,0.21500000000000075,-0.040000000000000036,-0.12200189999999989,-0.08499999999999996,0.21999760000000101,-0.03500239999999977,-0.1120019000000001,-0.07500000000000018,0.2299976000000008,-0.02500239999999998
Berkeley Group Holdings,GB00BLJNXL82,1.0,-1.0,2017-09-18,36.850005,35.919998,35.490005000000004,34.960005,35.22,35.649993,37.619996,38.880005000000004,-1.6300050000000041,-1.200012000000001,0.7699909999999974,2.030000000000001,-0.6999980000000008,-0.2700049999999976,1.6999980000000008,2.9600070000000045,-0.2700050000000047,0.15998799999999846,2.129990999999997,3.3900000000000006,0.2599949999999964,0.6899879999999996,2.659990999999998,3.9200000000000017
Carillion,GB0007365546,,-1.0,2017-09-18,0.50599991,0.43159989,0.44949997,0.43979996,0.4375,0.46499985,0.5,0.44499985,-0.06849991,-0.041000060000000005,-0.005999909999999997,-0.06100006000000002,0.005900110000000014,0.033399960000000006,0.06840011000000001,0.013399959999999989,-0.011999970000000026,0.015499879999999966,0.050500029999999974,-0.004500120000000052,-0.00229995999999999,0.025199890000000003,0.06020004000000001,0.005199889999999985
NMC Health,GB00B7FC0762,1.0,-1.0,2017-09-18,23.300003,28.289993,28.369996,27.850005,26.529998,26.449996000000002,27.520003000000003,28.960005000000002,3.229994999999999,3.149993000000002,4.220000000000002,5.660002000000002,-1.759995,-1.8399969999999968,-0.7699899999999964,0.6700120000000034,-1.8399980000000014,-1.9199999999999982,-0.8499929999999978,0.590009000000002,-1.3200070000000004,-1.4000089999999972,-0.3300019999999968,1.110000000000003
Northgate,GB00B41H7391,,-1.0,2017-09-18,4.1329981,4.1159986,4.1069996,4.1479981,4.2449976,4.27,4.3374976,4.4975,0.11199949999999959,0.13700189999999957,0.20449949999999983,0.3645018999999996,0.12899899999999942,0.1540013999999994,0.22149899999999967,0.38150139999999944,0.13799799999999962,0.1630003999999996,0.23049799999999987,0.39050039999999964,0.0969994999999999,0.12200189999999989,0.18949950000000015,0.3495018999999999
Petra Diamonds,BMG702782084,,-1.0,2017-09-18,0.91299988,0.84849991,0.82549988,0.83999985,0.6675,0.6,0.8475,0.7799998499999999,-0.24549988,-0.31299988,-0.06549987999999995,-0.13300003000000005,-0.18099991000000004,-0.24849991000000005,-0.0009999099999999927,-0.06850006000000008,-0.15799987999999998,-0.22549987999999999,0.022000120000000067,-0.045500030000000025,-0.17249985,-0.23999985000000001,0.007500150000000039,-0.06000000000000005
Provident Financial,GB00B1Z4ST84,-1.0,1.0,2017-09-18,18.520003,8.25,8.46,7.939997600000001,7.645,7.59,8.3999976,9.25,-10.875003,-10.930003,-10.120005399999998,-9.270002999999999,-0.6050000000000004,-0.6600000000000001,0.14999760000000073,1.0,-0.8150000000000013,-0.870000000000001,-0.06000240000000012,0.7899999999999991,-0.2949976000000012,-0.3499976000000009,0.45999999999999996,1.3100023999999992
Royal Mail,GB00BDVZYZ77,-1.0,,2017-09-18,3.9219996,3.8009986,3.7439991,3.7679981,3.875,3.8769995999999995,3.8309985999999996,3.8699975999999996,-0.04699959999999992,-0.04500000000000037,-0.09100100000000033,-0.052002000000000326,0.07400140000000022,0.07600099999999976,0.029999999999999805,0.06899899999999981,0.1310009000000001,0.13300049999999963,0.08699949999999967,0.12599849999999968,0.1070019000000002,0.10900149999999975,0.06300049999999979,0.1019994999999998
Sequoia Economic Infrastructure Income Fund,GG00BV54HY67,,1.0,2017-09-18,1.13,1.1324997,1.13,1.1350002000000001,1.125,1.1289997,1.125,1.1269999,-0.004999999999999893,-0.001000299999999843,-0.004999999999999893,-0.00300009999999995,-0.007499700000000109,-0.0035000000000000586,-0.007499700000000109,-0.005499800000000166,-0.004999999999999893,-0.001000299999999843,-0.004999999999999893,-0.00300009999999995,-0.010000200000000126,-0.006000500000000075,-0.010000200000000126,-0.008000300000000182
Allied Minds,GB00BLRLH124,,-1.0,2017-06-19,1.4079999,1.3629999000000002,1.4399996,1.401,1.4799996,1.4799996,1.67,1.6274996,0.07199969999999989,0.07199969999999989,0.26200009999999985,0.21949969999999985,0.11699969999999982,0.11699969999999982,0.3070000999999998,0.2644996999999998,0.040000000000000036,0.040000000000000036,0.2300004,0.1875,0.07899959999999995,0.07899959999999995,0.2689999999999999,0.2264995999999999
AO World,GB00BJTNFH41,,-1.0,2017-06-19,1.4969997000000002,1.2360001,1.2899999,1.2279996,1.2475004,1.2574997,1.1499996000000001,1.2150002,-0.2494993000000001,-0.23950000000000005,-0.34700010000000003,-0.2819995000000002,0.011500300000000019,0.021499600000000063,-0.08600049999999992,-0.02099990000000007,-0.04249949999999991,-0.03250019999999987,-0.14000029999999986,-0.0749997,0.019500800000000096,0.02950010000000014,-0.07799999999999985,-0.012999399999999994
